date_key,year,quarter,month,month_name,day,fiscal_year
2020-01-01,2020,1,1,January,1,2019
2020-01-02,2020,1,1,January,2,2019
2020-01-03,2020,1,1,January,3,2019
2020-01-04,2020,1,1,January,4,2019
2020-01-05,2020,1,1,January,5,2019
2020-01-06,2020,1,1,January,6,2019
2020-01-07,2020,1,1,January,7,2019
2020-01-08,2020,1,1,January,8,2019
2020-01-09,2020,1,1,January,9,2019
2020-01-10,2020,1,1,January,10,2019
2020-01-11,2020,1,1,January,11,2019
2020-01-12,2020,1,1,January,12,2019
2020-01-13,2020,1,1,January,13,2019
2020-01-14,2020,1,1,January,14,2019
2020-01-15,2020,1,1,January,15,2019
2020-01-16,2020,1,1,January,16,2019
2020-01-17,2020,1,1,January,17,2019
2020-01-18,2020,1,1,January,18,2019
2020-01-19,2020,1,1,January,19,2019
2020-01-20,2020,1,1,January,20,2019
2020-01-21,2020,1,1,January,21,2019
2020-01-22,2020,1,1,January,22,2019
2020-01-23,2020,1,1,January,23,2019
2020-01-24,2020,1,1,January,24,2019
2020-01-25,2020,1,1,January,25,2019
2020-01-26,2020,1,1,January,26,2019
2020-01-27,2020,1,1,January,27,2019
2020-01-28,2020,1,1,January,28,2019
2020-01-29,2020,1,1,January,29,2019
2020-01-30,2020,1,1,January,30,2019
2020-01-31,2020,1,1,January,31,2019
2020-02-01,2020,1,2,February,1,2019
2020-02-02,2020,1,2,February,2,2019
2020-02-03,2020,1,2,February,3,2019
2020-02-04,2020,1,2,February,4,2019
2020-02-05,2020,1,2,February,5,2019
2020-02-06,2020,1,2,February,6,2019
2020-02-07,2020,1,2,February,7,2019
2020-02-08,2020,1,2,February,8,2019
2020-02-09,2020,1,2,February,9,2019
2020-02-10,2020,1,2,February,10,2019
2020-02-11,2020,1,2,February,11,2019
2020-02-12,2020,1,2,February,12,2019
2020-02-13,2020,1,2,February,13,2019
2020-02-14,2020,1,2,February,14,2019
2020-02-15,2020,1,2,February,15,2019
2020-02-16,2020,1,2,February,16,2019
2020-02-17,2020,1,2,February,17,2019
2020-02-18,2020,1,2,February,18,2019
2020-02-19,2020,1,2,February,19,2019
2020-02-20,2020,1,2,February,20,2019
2020-02-21,2020,1,2,February,21,2019
2020-02-22,2020,1,2,February,22,2019
2020-02-23,2020,1,2,February,23,2019
2020-02-24,2020,1,2,February,24,2019
2020-02-25,2020,1,2,February,25,2019
2020-02-26,2020,1,2,February,26,2019
2020-02-27,2020,1,2,February,27,2019
2020-02-28,2020,1,2,February,28,2019
2020-02-29,2020,1,2,February,29,2019
2020-03-01,2020,1,3,March,1,2019
2020-03-02,2020,1,3,March,2,2019
2020-03-03,2020,1,3,March,3,2019
2020-03-04,2020,1,3,March,4,2019
2020-03-05,2020,1,3,March,5,2019
2020-03-06,2020,1,3,March,6,2019
2020-03-07,2020,1,3,March,7,2019
2020-03-08,2020,1,3,March,8,2019
2020-03-09,2020,1,3,March,9,2019
2020-03-10,2020,1,3,March,10,2019
2020-03-11,2020,1,3,March,11,2019
2020-03-12,2020,1,3,March,12,2019
2020-03-13,2020,1,3,March,13,2019
2020-03-14,2020,1,3,March,14,2019
2020-03-15,2020,1,3,March,15,2019
2020-03-16,2020,1,3,March,16,2019
2020-03-17,2020,1,3,March,17,2019
2020-03-18,2020,1,3,March,18,2019
2020-03-19,2020,1,3,March,19,2019
2020-03-20,2020,1,3,March,20,2019
2020-03-21,2020,1,3,March,21,2019
2020-03-22,2020,1,3,March,22,2019
2020-03-23,2020,1,3,March,23,2019
2020-03-24,2020,1,3,March,24,2019
2020-03-25,2020,1,3,March,25,2019
2020-03-26,2020,1,3,March,26,2019
2020-03-27,2020,1,3,March,27,2019
2020-03-28,2020,1,3,March,28,2019
2020-03-29,2020,1,3,March,29,2019
2020-03-30,2020,1,3,March,30,2019
2020-03-31,2020,1,3,March,31,2019
2020-04-01,2020,2,4,April,1,2020
2020-04-02,2020,2,4,April,2,2020
2020-04-03,2020,2,4,April,3,2020
2020-04-04,2020,2,4,April,4,2020
2020-04-05,2020,2,4,April,5,2020
2020-04-06,2020,2,4,April,6,2020
2020-04-07,2020,2,4,April,7,2020
2020-04-08,2020,2,4,April,8,2020
2020-04-09,2020,2,4,April,9,2020
2020-04-10,2020,2,4,April,10,2020
2020-04-11,2020,2,4,April,11,2020
2020-04-12,2020,2,4,April,12,2020
2020-04-13,2020,2,4,April,13,2020
2020-04-14,2020,2,4,April,14,2020
2020-04-15,2020,2,4,April,15,2020
2020-04-16,2020,2,4,April,16,2020
2020-04-17,2020,2,4,April,17,2020
2020-04-18,2020,2,4,April,18,2020
2020-04-19,2020,2,4,April,19,2020
2020-04-20,2020,2,4,April,20,2020
2020-04-21,2020,2,4,April,21,2020
2020-04-22,2020,2,4,April,22,2020
2020-04-23,2020,2,4,April,23,2020
2020-04-24,2020,2,4,April,24,2020
2020-04-25,2020,2,4,April,25,2020
2020-04-26,2020,2,4,April,26,2020
2020-04-27,2020,2,4,April,27,2020
2020-04-28,2020,2,4,April,28,2020
2020-04-29,2020,2,4,April,29,2020
2020-04-30,2020,2,4,April,30,2020
2020-05-01,2020,2,5,May,1,2020
2020-05-02,2020,2,5,May,2,2020
2020-05-03,2020,2,5,May,3,2020
2020-05-04,2020,2,5,May,4,2020
2020-05-05,2020,2,5,May,5,2020
2020-05-06,2020,2,5,May,6,2020
2020-05-07,2020,2,5,May,7,2020
2020-05-08,2020,2,5,May,8,2020
2020-05-09,2020,2,5,May,9,2020
2020-05-10,2020,2,5,May,10,2020
2020-05-11,2020,2,5,May,11,2020
2020-05-12,2020,2,5,May,12,2020
2020-05-13,2020,2,5,May,13,2020
2020-05-14,2020,2,5,May,14,2020
2020-05-15,2020,2,5,May,15,2020
2020-05-16,2020,2,5,May,16,2020
2020-05-17,2020,2,5,May,17,2020
2020-05-18,2020,2,5,May,18,2020
2020-05-19,2020,2,5,May,19,2020
2020-05-20,2020,2,5,May,20,2020
2020-05-21,2020,2,5,May,21,2020
2020-05-22,2020,2,5,May,22,2020
2020-05-23,2020,2,5,May,23,2020
2020-05-24,2020,2,5,May,24,2020
2020-05-25,2020,2,5,May,25,2020
2020-05-26,2020,2,5,May,26,2020
2020-05-27,2020,2,5,May,27,2020
2020-05-28,2020,2,5,May,28,2020
2020-05-29,2020,2,5,May,29,2020
2020-05-30,2020,2,5,May,30,2020
2020-05-31,2020,2,5,May,31,2020
2020-06-01,2020,2,6,June,1,2020
2020-06-02,2020,2,6,June,2,2020
2020-06-03,2020,2,6,June,3,2020
2020-06-04,2020,2,6,June,4,2020
2020-06-05,2020,2,6,June,5,2020
2020-06-06,2020,2,6,June,6,2020
2020-06-07,2020,2,6,June,7,2020
2020-06-08,2020,2,6,June,8,2020
2020-06-09,2020,2,6,June,9,2020
2020-06-10,2020,2,6,June,10,2020
2020-06-11,2020,2,6,June,11,2020
2020-06-12,2020,2,6,June,12,2020
2020-06-13,2020,2,6,June,13,2020
2020-06-14,2020,2,6,June,14,2020
2020-06-15,2020,2,6,June,15,2020
2020-06-16,2020,2,6,June,16,2020
2020-06-17,2020,2,6,June,17,2020
2020-06-18,2020,2,6,June,18,2020
2020-06-19,2020,2,6,June,19,2020
2020-06-20,2020,2,6,June,20,2020
2020-06-21,2020,2,6,June,21,2020
2020-06-22,2020,2,6,June,22,2020
2020-06-23,2020,2,6,June,23,2020
2020-06-24,2020,2,6,June,24,2020
2020-06-25,2020,2,6,June,25,2020
2020-06-26,2020,2,6,June,26,2020
2020-06-27,2020,2,6,June,27,2020
2020-06-28,2020,2,6,June,28,2020
2020-06-29,2020,2,6,June,29,2020
2020-06-30,2020,2,6,June,30,2020
2020-07-01,2020,3,7,July,1,2020
2020-07-02,2020,3,7,July,2,2020
2020-07-03,2020,3,7,July,3,2020
2020-07-04,2020,3,7,July,4,2020
2020-07-05,2020,3,7,July,5,2020
2020-07-06,2020,3,7,July,6,2020
2020-07-07,2020,3,7,July,7,2020
2020-07-08,2020,3,7,July,8,2020
2020-07-09,2020,3,7,July,9,2020
2020-07-10,2020,3,7,July,10,2020
2020-07-11,2020,3,7,July,11,2020
2020-07-12,2020,3,7,July,12,2020
2020-07-13,2020,3,7,July,13,2020
2020-07-14,2020,3,7,July,14,2020
2020-07-15,2020,3,7,July,15,2020
2020-07-16,2020,3,7,July,16,2020
2020-07-17,2020,3,7,July,17,2020
2020-07-18,2020,3,7,July,18,2020
2020-07-19,2020,3,7,July,19,2020
2020-07-20,2020,3,7,July,20,2020
2020-07-21,2020,3,7,July,21,2020
2020-07-22,2020,3,7,July,22,2020
2020-07-23,2020,3,7,July,23,2020
2020-07-24,2020,3,7,July,24,2020
2020-07-25,2020,3,7,July,25,2020
2020-07-26,2020,3,7,July,26,2020
2020-07-27,2020,3,7,July,27,2020
2020-07-28,2020,3,7,July,28,2020
2020-07-29,2020,3,7,July,29,2020
2020-07-30,2020,3,7,July,30,2020
2020-07-31,2020,3,7,July,31,2020
2020-08-01,2020,3,8,August,1,2020
2020-08-02,2020,3,8,August,2,2020
2020-08-03,2020,3,8,August,3,2020
2020-08-04,2020,3,8,August,4,2020
2020-08-05,2020,3,8,August,5,2020
2020-08-06,2020,3,8,August,6,2020
2020-08-07,2020,3,8,August,7,2020
2020-08-08,2020,3,8,August,8,2020
2020-08-09,2020,3,8,August,9,2020
2020-08-10,2020,3,8,August,10,2020
2020-08-11,2020,3,8,August,11,2020
2020-08-12,2020,3,8,August,12,2020
2020-08-13,2020,3,8,August,13,2020
2020-08-14,2020,3,8,August,14,2020
2020-08-15,2020,3,8,August,15,2020
2020-08-16,2020,3,8,August,16,2020
2020-08-17,2020,3,8,August,17,2020
2020-08-18,2020,3,8,August,18,2020
2020-08-19,2020,3,8,August,19,2020
2020-08-20,2020,3,8,August,20,2020
2020-08-21,2020,3,8,August,21,2020
2020-08-22,2020,3,8,August,22,2020
2020-08-23,2020,3,8,August,23,2020
2020-08-24,2020,3,8,August,24,2020
2020-08-25,2020,3,8,August,25,2020
2020-08-26,2020,3,8,August,26,2020
2020-08-27,2020,3,8,August,27,2020
2020-08-28,2020,3,8,August,28,2020
2020-08-29,2020,3,8,August,29,2020
2020-08-30,2020,3,8,August,30,2020
2020-08-31,2020,3,8,August,31,2020
2020-09-01,2020,3,9,September,1,2020
2020-09-02,2020,3,9,September,2,2020
2020-09-03,2020,3,9,September,3,2020
2020-09-04,2020,3,9,September,4,2020
2020-09-05,2020,3,9,September,5,2020
2020-09-06,2020,3,9,September,6,2020
2020-09-07,2020,3,9,September,7,2020
2020-09-08,2020,3,9,September,8,2020
2020-09-09,2020,3,9,September,9,2020
2020-09-10,2020,3,9,September,10,2020
2020-09-11,2020,3,9,September,11,2020
2020-09-12,2020,3,9,September,12,2020
2020-09-13,2020,3,9,September,13,2020
2020-09-14,2020,3,9,September,14,2020
2020-09-15,2020,3,9,September,15,2020
2020-09-16,2020,3,9,September,16,2020
2020-09-17,2020,3,9,September,17,2020
2020-09-18,2020,3,9,September,18,2020
2020-09-19,2020,3,9,September,19,2020
2020-09-20,2020,3,9,September,20,2020
2020-09-21,2020,3,9,September,21,2020
2020-09-22,2020,3,9,September,22,2020
2020-09-23,2020,3,9,September,23,2020
2020-09-24,2020,3,9,September,24,2020
2020-09-25,2020,3,9,September,25,2020
2020-09-26,2020,3,9,September,26,2020
2020-09-27,2020,3,9,September,27,2020
2020-09-28,2020,3,9,September,28,2020
2020-09-29,2020,3,9,September,29,2020
2020-09-30,2020,3,9,September,30,2020
2020-10-01,2020,4,10,October,1,2020
2020-10-02,2020,4,10,October,2,2020
2020-10-03,2020,4,10,October,3,2020
2020-10-04,2020,4,10,October,4,2020
2020-10-05,2020,4,10,October,5,2020
2020-10-06,2020,4,10,October,6,2020
2020-10-07,2020,4,10,October,7,2020
2020-10-08,2020,4,10,October,8,2020
2020-10-09,2020,4,10,October,9,2020
2020-10-10,2020,4,10,October,10,2020
2020-10-11,2020,4,10,October,11,2020
2020-10-12,2020,4,10,October,12,2020
2020-10-13,2020,4,10,October,13,2020
2020-10-14,2020,4,10,October,14,2020
2020-10-15,2020,4,10,October,15,2020
2020-10-16,2020,4,10,October,16,2020
2020-10-17,2020,4,10,October,17,2020
2020-10-18,2020,4,10,October,18,2020
2020-10-19,2020,4,10,October,19,2020
2020-10-20,2020,4,10,October,20,2020
2020-10-21,2020,4,10,October,21,2020
2020-10-22,2020,4,10,October,22,2020
2020-10-23,2020,4,10,October,23,2020
2020-10-24,2020,4,10,October,24,2020
2020-10-25,2020,4,10,October,25,2020
2020-10-26,2020,4,10,October,26,2020
2020-10-27,2020,4,10,October,27,2020
2020-10-28,2020,4,10,October,28,2020
2020-10-29,2020,4,10,October,29,2020
2020-10-30,2020,4,10,October,30,2020
2020-10-31,2020,4,10,October,31,2020
2020-11-01,2020,4,11,November,1,2020
2020-11-02,2020,4,11,November,2,2020
2020-11-03,2020,4,11,November,3,2020
2020-11-04,2020,4,11,November,4,2020
2020-11-05,2020,4,11,November,5,2020
2020-11-06,2020,4,11,November,6,2020
2020-11-07,2020,4,11,November,7,2020
2020-11-08,2020,4,11,November,8,2020
2020-11-09,2020,4,11,November,9,2020
2020-11-10,2020,4,11,November,10,2020
2020-11-11,2020,4,11,November,11,2020
2020-11-12,2020,4,11,November,12,2020
2020-11-13,2020,4,11,November,13,2020
2020-11-14,2020,4,11,November,14,2020
2020-11-15,2020,4,11,November,15,2020
2020-11-16,2020,4,11,November,16,2020
2020-11-17,2020,4,11,November,17,2020
2020-11-18,2020,4,11,November,18,2020
2020-11-19,2020,4,11,November,19,2020
2020-11-20,2020,4,11,November,20,2020
2020-11-21,2020,4,11,November,21,2020
2020-11-22,2020,4,11,November,22,2020
2020-11-23,2020,4,11,November,23,2020
2020-11-24,2020,4,11,November,24,2020
2020-11-25,2020,4,11,November,25,2020
2020-11-26,2020,4,11,November,26,2020
2020-11-27,2020,4,11,November,27,2020
2020-11-28,2020,4,11,November,28,2020
2020-11-29,2020,4,11,November,29,2020
2020-11-30,2020,4,11,November,30,2020
2020-12-01,2020,4,12,December,1,2020
2020-12-02,2020,4,12,December,2,2020
2020-12-03,2020,4,12,December,3,2020
2020-12-04,2020,4,12,December,4,2020
2020-12-05,2020,4,12,December,5,2020
2020-12-06,2020,4,12,December,6,2020
2020-12-07,2020,4,12,December,7,2020
2020-12-08,2020,4,12,December,8,2020
2020-12-09,2020,4,12,December,9,2020
2020-12-10,2020,4,12,December,10,2020
2020-12-11,2020,4,12,December,11,2020
2020-12-12,2020,4,12,December,12,2020
2020-12-13,2020,4,12,December,13,2020
2020-12-14,2020,4,12,December,14,2020
2020-12-15,2020,4,12,December,15,2020
2020-12-16,2020,4,12,December,16,2020
2020-12-17,2020,4,12,December,17,2020
2020-12-18,2020,4,12,December,18,2020
2020-12-19,2020,4,12,December,19,2020
2020-12-20,2020,4,12,December,20,2020
2020-12-21,2020,4,12,December,21,2020
2020-12-22,2020,4,12,December,22,2020
2020-12-23,2020,4,12,December,23,2020
2020-12-24,2020,4,12,December,24,2020
2020-12-25,2020,4,12,December,25,2020
2020-12-26,2020,4,12,December,26,2020
2020-12-27,2020,4,12,December,27,2020
2020-12-28,2020,4,12,December,28,2020
2020-12-29,2020,4,12,December,29,2020
2020-12-30,2020,4,12,December,30,2020
2020-12-31,2020,4,12,December,31,2020
2021-01-01,2021,1,1,January,1,2020
2021-01-02,2021,1,1,January,2,2020
2021-01-03,2021,1,1,January,3,2020
2021-01-04,2021,1,1,January,4,2020
2021-01-05,2021,1,1,January,5,2020
2021-01-06,2021,1,1,January,6,2020
2021-01-07,2021,1,1,January,7,2020
2021-01-08,2021,1,1,January,8,2020
2021-01-09,2021,1,1,January,9,2020
2021-01-10,2021,1,1,January,10,2020
2021-01-11,2021,1,1,January,11,2020
2021-01-12,2021,1,1,January,12,2020
2021-01-13,2021,1,1,January,13,2020
2021-01-14,2021,1,1,January,14,2020
2021-01-15,2021,1,1,January,15,2020
